Token,POS
invoerpermit,NSE
verval,VTHOO
",",ZM
moet,VTUOM
jy,PTENP
om,SVS
'n,LO
nuwe,ASA
invoerpermit,NSE
aansoek,NSE
doen,VTHOG
.,ZE
,
agbare,ASA
lede,NSM
;,ZM
,
periode,NSE
van,SVS
indiensneming,NA
of,KN
toevaldatum,NSE
,
'n,LO
element,NSE
van,SVS
die,LB
regering,NSE
se,UPS
top-prioriteite,NSM
is,VTHOK
'n,LO
doelbewuste,ASA
fokus,NSE
op,SVS
aangeleenthede,NSM
rakende,SVS
die,LB
ontwikkeling,NA
van,SVS
vaardighede,NSM
.,ZE
,
alhoewel,KO
punte,NSM
en,KN
persentasies,NSM
baie,THBO
nuttig,ASP
vir,SVS
verslaghouding,NA
is,VTHOK
omdat,KO
dit,PDOENP
maklik,ASP
is,VTHOK
om,SVS
op,UPW
te,UPI
teken,VTHOG
",",ZM
is,VTHOK
dit,PDOENP
dikwels,BS
nie,BS
nuttig,ASP
vir,SVS
terugvoering,NA
of,KN
rapportering,NA
nie,UPO
.,ZE
,
meer,THAO
inligting,NM
is,VTHOK
op,SVS
die,LB
said-webwerf,NSE
",",ZM
www.sars.gov.za,NEE
",",ZM
te,UPI
kry,VTHOG
.,ZE
,
maar,KN
ons,PEMB
internasionale,ASA
handelsbalans,NSE
toon,VTHOG
dat,KO
ons,PEMP
nie,BS
daarin,PB
geslaag,VVHOG
het,VUOT
om,SVS
die,LB
kapasiteit,NA
te,UPI
skep,VTHOG
om,SVS
die,LB
verbruikers-,RWD
en,KN
kapitale,ASA
goedere,NSM
wat,PB
ons,PEMB
land,NSE
nodig,BS
het,VTHOO
",",ZM
te,UPI
lewer,VTHOG
nie,UPO
.,ZE
,
tekste,NSM
kan,VTUOM
die,LB
volgende,NA
insluit,VTHSG
:,ZM
,
hierdie,PA
verklaring,NSE
deur,SVS
die,LB
naasbestaandes,NSM
van,SVS
'n,LO
gestorwe,ASA
swart,ASA
persoon,NSE
wat,PB
nie,BS
'n,LO
geldige,ASA
testament,NSE
nagelaat,VVHOG
het,VUOT
nie,UPO
",",ZM
moet,VTUOM
verklaar,VTHOG
dat,KO
die,LB
boedel,NSE
nie,BS
by,SVS
'n,LO
ander,ASA
meester,NSE
of,KN
dienspunt,NSE
aangemeld,VVHOG
is,VVUOP
nie,UPO
(,ZPL
indien,KO
van,SVS
toepassing,NSE
),ZPR
.,ZE
,
die,LB
kompleksiteit,NSE
en,KN
lengte,NSE
van,SVS
die,LB
assesseringsaktiwiteit,NSE
;,ZM
,
die,LB
weduwee,NSE
of,KN
wewenaar,NSE
van,SVS
die,LB
insolvent,NSE
indien,KO
hulle,PDMP
binne,SVS
gemeenskap,NA
van,SVS
goedere,NSM
getroud,ASP
was,VVHOK
,
let,VTHOO
wel,BS
:,ZM
indien,KO
jy,PTENP
jou,PTEB
professie,NSE
tydens,SVS
die,LB
voorafgaande,ASA
tienjaarperiode,NSE
verlaat,VTHOG
het,VUOT
",",ZM
sal,VTUOM
jy,PTENP
nie,BS
toegelaat,VVHOG
word,VTUOP
om,SVS
ingevolge,SVS
hierdie,PA
bedeling,NSE
te,UPI
registreer,VTHOO
nie,UPO
.,ZE
,
vereniging,NSE
van,SVS
persone,NSM
:,ZM
heg,VTHOG
'n,LO
kopie,NSE
van,SVS
die,LB
jongste,AOA
weergawe,NSE
van,SVS
die,LB
grondwet,NSE
aan,UPW
.,ZE
,
hou,VTHOG
die,LB
sertifikaat,NSE
in,SVS
veilige,ASA
bewaring,NA
want,KN
dit,PDOENP
is,VTHOK
belangrik,ASP
.,ZE
,
die,LB
eksekuteurs,NSM
van,SVS
die,LB
bestorwe,ASA
boedel,NSE
van,SVS
'n,LO
insolvent,NSE
.,ZE
,
dit,PDOENP
is,VTHOK
veral,BS
belangrik,ASP
in,SVS
die,LB
grondslagfase,NSE
wanneer,PB
kinders,NSM
leer,VTUOA
lees,NA
en,KN
skryf,VTHOO
.,ZE
,
assessering,NA
behoort,VTUOM
leerders,NSM
ook,BS
te,UPI
help,VTUOA
om,SVS
hul,PDMB
eie,ASA
prestasievlak,NSE
te,UPI
evalueer,VTHOG
",",ZM
om,SVS
doelwitte,NSM
vir,SVS
vordering,NA
te,UPI
stel,VTHOG
en,KN
om,SVS
verdere,ASA
leer,NA
aan,UPW
te,UPI
moedig,VTHOG
.,ZE
,
om,SVS
dit,PDOENP
te,UPI
doen,VTHOG
",",ZM
benodig,VTHOG
ons,PEMP
'n,LO
nasionale,ASA
oorlogkamer,NSE
vir,SVS
die,LB
oorlog,NSE
teen,SVS
armoede,NA
",",ZM
en,KN
waartydens,PB
departemente,NSM
soos,UPV
maatskaplike,ASA
ontwikkeling,NA
",",ZM
provinsiale,ASA
en,KN
plaaslike,ASA
regering,NSE
",",ZM
handel,NA
en,KN
nywerheid,NSE
",",ZM
landbou,NM
en,KN
grondsake,NSM
",",ZM
openbare,ASA
werke,NSM
",",ZM
en,KN
gesondheid,NA
sowel,KO
as,KO
provinsiale,ASA
en,KN
plaaslike,ASA
administrasies,NSM
",",ZM
byeen,UPW
sal,VTUOM
kom,VTHOO
en,KN
saam,UPW
met,SVS
nie-regeringsorganisasies,NSM
en,KN
-besighede,RWD
sal,VTUOM
werk,VTHOO
om,SVS
die,LB
ingrypings,NSM
wat,PB
in,SVS
spesifieke,ASA
huishoudings,NSM
nodig,ASP
is,VTHOK
",",ZM
te,UPI
identifiseer,VTHOG
en,KN
om,SVS
hulle,PDMP
as,KO
'n,LO
noodsaaklikheid,NSE
te,UPI
implementeer,VTHOG
.,ZE
,
maar,KN
meer,THBO
as,KO
dit,PDOENP
",",ZM
die,LB
ware,ASA
erfenis,NA
van,SVS
hierdie,PA
skouspel,NSE
sal,VTUOM
ons,PEMB
vermoë,NSE
wees,VTHOK
om,SVS
suid-afrikaanse,ASA
en,KN
afrika-gasvryheid,NA
en,KN
medemenslikheid,NA
ten,SVS
toon,NA
te,UPI
stel,VTHOG
-,ZM
om,SVS
eens,BS
en,KN
vir,SVS
altyd,BS
die,LB
persepsies,NSM
oor,SVS
ons,PEMB
land,NSE
en,KN
ons,PEMB
kontinent,NSE
in,SVS
die,LB
oë,NSM
van,SVS
die,LB
wêreld,NSE
te,UPI
verander,VTHOG
.,ZE
,
klas,NSE
v-klagte,NSE
:,ZM
'n,LO
klag,NSE
wat,PB
buite,SVS
die,LB
omvang,NA
van,SVS
die,LB
mandaat,NSE
of,KN
beleid,NSE
van,SVS
die,LB
okd,RL
val,VTHOO
.,ZE
,
agbare,ASA
lede,NSM
;,ZM
,
dieselfde,PB
geld,VTHOO
ook,BS
vir,SVS
alle,THAO
kliënte,NSM
van,SVS
absa,RK
",",ZM
fnb,RL
",",ZM
nedbank,NEE
en,KN
standard,NEE
bank,NSE
wat,PB
die,LB
internetbankdiens,NSE
gebruik,VTHOG
.,ZE
,
ons,PEMP
het,VTHOG
hoë,ASA
waardering,NA
vir,SVS
die,LB
bydrae,NSE
wat,PB
alle,THAO
lede,NSM
van,SVS
die,LB
uitvoerende,ASA
gesag,NA
en,KN
ons,PEMB
staatsdiensbestuurders,NSM
",",ZM
oor,SVS
al,THAO
drie,THAB
regeringsvlakke,NSM
heen,BS
",",ZM
gelewer,VVHOG
het,VUOT
om,SVS
leiding,NA
aan,SVS
hierdie,PA
proses,NSE
te,UPI
gee,VTHOG
en,KN
die,LB
regeringsprogram,NSE
in,SVS
sy,PDHEB
geheel,NA
in,SVS
werking,NA
te,UPI
stel,VTHOG
.,ZE
,
slegs,BS
twee,THAB
weke,NSM
gelede,BS
het,VUOT
suid-afrika,NEE
saam,BS
met,SVS
mali,NEE
'n,LO
deel,NSE
van,SVS
die,LB
argiewe,NSM
voltooi,VTHOG
om,SVS
die,LB
antieke,ASA
manuskripte,NSM
van,SVS
timboektoe,NEE
te,UPI
bewaar,VTHOG
.,ZE
,
opsomming,NSE
van,SVS
oorkoepelende,ASA
rapport,NSE
aan,SVS
die,LB
einde,NSE
van,SVS
die,LB
jaar,NSE
;,ZM
,
die,LB
skool,NSE
en,KN
die,LB
onderwysers,NSM
het,VTHOG
die,LB
oorkoepelende,ASA
verantwoordelikheid,NSE
vir,SVS
die,LB
assessering,NA
van,SVS
leerders,NSM
.,ZE
,
kennis,NM
van,SVS
taal,NSE
en,KN
tekste,NSM
sluit,VTHOG
kennis,NM
rakende,SVS
die,LB
volgende,NA
in,UPW
:,ZM
,
die,LB
hof,NSE
wat,PB
hierdie,PA
aansoek,NSE
aanhoor,VTHSG
",",ZM
moet,VTUOM
'n,LO
afdeling,NSE
van,SVS
die,LB
hooggeregshof,NSE
of,KN
landdroshof,NSE
wees,VTHOK
wat,PB
regsbevoegdheid,NSE
het,VTHOG
in,SVS
die,LB
gebied,NSE
waar,PB
die,LB
vereniging,NSE
gesetel,VVHOG
is,VVUOP
of,KN
sy,PDHEB
aktiwiteite,NSM
bedryf,VTHOG
.,ZE
,
dit,PDOENP
het,VTHOG
'n,LO
aanvaarbare,ASA
benaming,NSE
.,ZE
,
hierdie,PA
funksie,NSE
is,VVUOP
toegewys,VVHOG
aan,SVS
departementele,ASA
kontakbestuurders,NSM
wat,PB
verantwoordelik,ASP
is,VTHOK
vir,SVS
die,LB
inligting,NM
wat,PB
op,SVS
die,LB
webtuiste,NSE
gepubliseer,VVHOG
word,VTUOP
.,ZE
,
openbare,ASA
geweld,NA
,
onderhewig,ASP
aan,SVS
afdelings,NSM
43(5),RS
en,KN
43(6),RS
van,SVS
die,LB
wet,NSE
op,SVS
elektroniese,ASA
kommunikasie,NA
en,KN
wet,NSE
op,SVS
transaksies,NSM
",",ZM
wet,NSE
25,RS
van,SVS
2002,RS
",",ZM
sal,VTUOM
die,LB
gcis,RL
nie,BS
aanspreeklik,ASP
wees,VTHOK
vir,SVS
enige,PO
skade,NM
",",ZM
verlies,NSE
of,KN
aanspreeklikheid,NA
van,SVS
watter,PB
aard,NSE
ook,BS
al,BS
wat,PB
mag,VTUOM
voortspruit,VTHSO
uit,SVS
die,LB
gebruik,NA
of,KN
onvermoë,NA
om,SVS
hierdie,PA
webwerf,NSE
te,UPI
gebruik,VTHOG
of,KN
die,LB
dienste,NSM
of,KN
inhoud,NM
wat,PB
van,SVS
en,KN
deur,SVS
hierdie,PA
webwerf,NSE
voorsien,VTHOG
word,VTUOP
nie,UPO
.,ZE
,
onderhoud,NM
is,VTHOK
die,LB
plig,NSE
om,SVS
'n,LO
ander,ASA
persoon,NSE
",",VTHOG
byvoorbeeld,BS
'n,LO
minderjarige,NSE
",",VTHOG
te,UPI
voorsien,VTHOG
van,SVS
huisvesting,NSE
",",VTHOG
voedsel,NM
",",VTHOG
klere,NM
",",VTHOG
onderwys,NA
en,KN
mediese,ASA
sorg,NA
",",VTHOG
of,KN
om,SVS
die,LB
middele,NSM
te,UPI
verskaf,VTHOG
wat,PB
nodig,ASP
is,VTHOK
om,SVS
dié,PA
persoon,NSE
van,SVS
hierdie,PA
noodsaaklikhede,NSM
te,UPI
voorsien,VTHOG
.,ZE
,
doen,VTHOG
minstens,BS
twee,THAB
weke,NSM
voor,SVS
jou,PTEB
vertrekdatum,NSE
aansoek,NSE
om,SVS
genoeg,ASA
tyd,NM
vir,SVS
die,LB
verwerking,NSE
van,SVS
jou,PTEB
aansoek,NSE
toe,UPW
te,UPI
laat,VTHOG
.,ZE
,
die,LB
besonderhede,NSM
van,SVS
ander,ASA
vrywillige,ASA
en,KN
verpligte,ASA
optredes,NSM
in,SVS
die,LB
kragbesparingsprogram,NSE
is,VVUOP
deur,SVS
die,LB
ministers,NSM
uiteengesit,VVHOG
en,KN
sal,VTUOM
verfyn,VTHOG
word,VTUOP
deur,SVS
middel,NSE
van,SVS
samesprekings,NSM
met,SVS
die,LB
onderskeie,ASA
belanghebbendes,NSM
.,ZE
,
vraagstukke,NSM
soos,UPV
armoede,NA
",",ZM
ongelykheid,NA
",",ZM
ras,NSE
",",ZM
geslag,NSE
",",ZM
ouderdom,NSE
",",ZM
gestremdheid,NSE
en,KN
uitdagings,NSM
soos,UPV
miv,RL
/,RS
vigs,RK
beïnvloed,VTHOG
die,LB
graad,NSE
waartoe,PB
en,KN
die,LB
manier,NSE
waarop,PB
leerders,NSM
aan,SVS
skoling,NA
kan,VTUOM
deelneem,VTHSO
.,ZE
,
op,SVS
al,THAO
die,LB
plekke,NSM
waar,PB
die,LB
asterisk,NSE
(,ZPL
*,RS
),ZPR
voorkom,VTHSG
",",VTHOG
moet,VTUOM
jy,PTENP
skrap,VTHOG
wat,PB
nie,BS
van,SVS
toepassing,NSE
is,VTHOK
nie,UPO
.,ZE
,
slegs,BS
'n,LO
plaaslik,BS
geregistreerde,ASA
maatskappy,NSE
",",ZM
'n,LO
suid-afrikaanse,ASA
burger,NSE
of,KN
'n,LO
regsliggaam,NSE
wat,PB
in,SVS
suid-afrika,NEE
geregistreer,VVHOG
is,VVUOP
",",ZM
mag,VTUOM
om,SVS
die,LB
registrasie,NSE
van,SVS
veevoedsel,NM
en,KN
troeteldierkos,NM
aansoek,NSE
doen,VTHOG
.,ZE
,
maar,KN
ons,PEMB
reis,NSE
is,VTHOK
een,THPB
van,SVS
hoop,NA
en,KN
volharding,NA
.,ZE
,
enige,PO
familielid,NSE
",",VTHOG
ongeag,SVS
sy,PDHEB
of,KN
haar,PDVEB
ouderdom,NSE
",",VTHOG
kan,VTUOM
onderhoud,NM
vra,VTHOG
van,SVS
enige,PO
familielid,NSE
",",VTHOG
mits,KO
daar,UXD
aan,SVS
die,LB
volgende,ASA
twee,THAB
vereistes,NSM
voldoen,VTHOV
word,VTUOP
:,ZM
,
maar,KN
ons,PEMP
moet,VTUOM
onsself,PEMW
nie,BS
flous,VTHOG
nie,UPO
:,ZM
soos,UPV
op,SVS
alle,THAO
maatskaplike,ASA
gebiede,NSM
",",ZM
is,VTHOK
sulke,PA
transformasie,NSE
steeds,BS
in,SVS
wording,NA
.,ZE
,
as,KO
suid-afrikaners,NSM
is,VTHOK
ons,PEMP
trots,ASP
op,SVS
die,LB
rol,NSE
wat,PB
ons,PEMB
mense,NSM
gespeel,VVHOG
het,VUOT
om,SVS
dit,PDOENP
te,UPI
help,VTUOA
bewerkstellig,VTHOG
-,ZM
van,SVS
die,LB
jong,ASA
manne,NSM
en,KN
vroue,NSM
in,SVS
ons,PEMB
nasionale,ASA
weermag,NA
tot,SVS
die,LB
werknemers,NSM
van,SVS
openbare,ASA
en,KN
privaat,ASA
instansies,NSM
wat,PB
tyd,NM
afgestaan,VVHOG
het,VUOT
om,SVS
te,UPI
sorg,VTHOG
dat,KO
die,LB
afrika-droom,NSE
in,SVS
patrice,NEE
lumumba,NEE
se,UPS
tuisland,NSE
bewaarheid,VTHOG
word,VTUOP
.,ZE
,
hulle,PDMP
reik,VTHOG
slegs,BS
hierdie,PA
permit,NSE
uit,UPW
sodra,KO
jy,PTENP
toestemming,NA
by,SVS
die,LB
medisynebeheerraad,NSE
verkry,VTHOG
het,VUOT
en,KN
bewys,NSE
van,SVS
daardie,PA
toestemming,NA
aan,SVS
hulle,PDMP
voorgelê,VVHOG
het,VUOT
.,ZE
,
dit,PDOENP
het,VTHOG
betrekking,NA
op,SVS
alles,PO
",",ZM
van,SVS
die,LB
verbetering,NSE
van,SVS
die,LB
gesondheid,NA
van,SVS
ons,PEMB
mense,NSM
",",ZM
tot,SVS
die,LB
verlaging,NSE
van,SVS
die,LB
vlak,NSE
van,SVS
misdaad,NSE
",",ZM
die,LB
verhoging,NSE
van,SVS
die,LB
vlak,NSE
van,SVS
geletterdheid,NA
en,KN
gesyferdheid,NA
",",ZM
en,KN
die,LB
oopgooi,NA
van,SVS
die,LB
deure,NSM
van,SVS
leer,NA
en,KN
van,SVS
kultuur,NA
vir,SVS
almal,PO
.,ZE
.,ZE
.,ZE
,
op,SVS
hierdie,PA
fondament,NSE
word,VTUOP
geletterdheid,NA
gebou,VVHOG
.,ZE
,
suiwelprodukte,NSM
moet,VTUOM
by,SVS
een,THAB
van,UPD
die,LB
volgende,ASA
inspeksiepunte,NSM
geïnspekteer,VVHOG
word,VTUOP
:,ZM
durban,NEE
:,ZM
tel,RA
.,ZE
:,ZM
0313374346,NEE
/,RS
7,RS
,
indien,KO
jy,PTENP
die,LB
verslae,NSM
nie,BS
kan,VTUOM
indien,VTHSG
nie,UPO
omdat,KO
hulle,PDMP
vertroulik,ASP
is,VTHOK
",",ZM
moet,VTUOM
die,LB
bydrae,NSE
verifieerbaar,ASP
wees,VTHOK
.,ZE
,
hierdie,PA
inligting,NM
word,VTUOP
aan,SVS
die,LB
webadministrateur,NSE
gerapporteer,VVHOG
",",ZM
wat,PB
die,LB
inligting,NM
ontleed,VTHOG
om,SVS
vas,UPW
te,UPI
stel,VTHOG
hoeveel,PB
gebruikers,NSM
die,LB
onderskeie,ASA
terreine,NSM
van,SVS
die,LB
werf,NSE
besoek,VTHOG
en,KN
om,SVS
te,UPI
sorg,VTHOG
dat,KO
hierdie,PA
werf,NSE
as,KO
'n,LO
nuttige,ASA
en,KN
doeltreffende,ASA
inligtingsbron,NSE
diens,NSE
doen,VTHOG
.,ZE
,
onderwysers,NSM
moet,VTUOM
aan,SVS
die,LB
einde,NSE
van,SVS
elke,PO
kwartaal,NSE
formele,ASA
rapporte,NSM
of,KN
verslagkaarte,NSM
vir,SVS
rapportering,NA
gebruik,VTHOG
.,ZE
,
tensy,KO
morele,ASA
en,KN
ander,ASA
regte,NSM
uitdruklik,BS
verleen,VTHOG
is,VVUOP
met,SVS
betrekking,NA
tot,SVS
inhoud,NM
wat,PB
op,SVS
hierdie,PA
webwerf,NSE
verskyn,VTHOO
",",ZM
word,VTUOP
alle,THAO
sodanige,PA
regte,NSM
van,SVS
die,LB
regeringskommunikasie-,RWD
en,KN
-inligtingstelsel,RWD
(,ZPL
gcis,RL
),ZPR
of,KN
'n,LO
ander,ASA
regspersoon,NSE
",",ZM
voorbehou,VTHSG
.,ZE
,
dit,PDOENP
sal,VTUOM
insluit,VTHSG
'n,LO
verhoogde,ASA
inname,NSE
van,SVS
jongmense,NSM
in,SVS
die,LB
program,NSE
om,SVS
openbare,ASA
infrastruktuur,NM
in,SVS
stand,NA
te,UPI
hou,VTHOG
",",ZM
die,LB
verdubbeling,NSE
in,SVS
die,LB
aantal,NSE
kinders,NSM
wat,PB
ingeskryf,VVHOG
is,VVUOP
vir,SVS
programme,NSM
vir,SVS
vroeë,ASA
ontwikkeling,NA
van,SVS
kinders,NSM
na,SVS
600,RS
000,RS
deur,SVS
die,LB
totstandkoming,NA
van,SVS
1,RS
000,RS
nuwe,ASA
persele,NSM
met,SVS
meer,THBO
as,KO
3,RS
500,RS
praktisyns,NSM
wat,PB
opgelei,VVHOG
en,KN
in,SVS
diens,NSE
geneem,VVHOG
is,VVUOP
",",ZM
en,KN
deur,SVS
die,LB
aantal,NSE
versorgers,NSM
te,UPI
verhoog,VTHOG
.,ZE
,
gedurende,SVS
die,LB
afgelope,ASA
jaar,NSE
het,VUOT
ons,PEMP
die,LB
opdrag,NSE
van,SVS
sadc,RK
uitgevoer,VVHOG
om,SVS
die,LB
politieke,ASA
leierskap,NA
van,SVS
zimbabwe,NEE
behulpsaam,ASP
te,UPI
wees,VTHOK
om,SVS
'n,LO
blywende,ASA
oplossing,NSE
te,UPI
vind,VTHOG
vir,SVS
die,LB
politieke,ASA
uitdagings,NSM
wat,PB
hulle,PDMP
in,SVS
die,LB
gesig,NSE
staar,VTHOG
.,ZE
,
moet,VTUOM
duidelik,BS
leesbaar,ASP
en,KN
in,SVS
die,LB
korrekte,ASA
formaat,NSE
wees,VTHOK
,
trust,NSE
:,ZM
heg,VTHOG
'n,LO
kopie,NSE
van,SVS
die,LB
trustakte,NSE
en,KN
enige,PO
daaropvolgende,ASA
aktes,NSM
van,SVS
wysiging,NSE
aan,UPW
,
grammatika,NSE
",",ZM
klanke,NSM
en,KN
woordeskat,NSE
van,SVS
die,LB
taal,NSE
;,ZM
,
openbaarmaking,NA
aan,SVS
derde,TRAB
partye,NSM
,
ons,PEMP
maan,VTHOG
alle,THAO
huishoudings,NSM
wat,PB
dit,PDOENP
kan,VTUOM
bekostig,VTHOG
om,SVS
dit,PDOENP
te,UPI
oorweeg,VTHOG
om,SVS
onmiddellik,BS
hierdie,PA
energiebesparingsmaatreëls,NSM
te,UPI
implementeer,VTHOG
.,ZE
,
kry,VTHOG
'n,LO
uitvoer-aansoekvorm,NSE
en,KN
die,LB
cites-aansoekvorm,NSE
by,SVS
die,LB
mariene-,RWD
en,KN
kusbestuurskantoor,NSE
(,ZPL
die,LB
kontakbesonderhede,NSM
verskyn,VTHOO
onder,SVS
),ZPR
",",ZM
of,KN
by,SVS
'n,LO
takkantoor,NSE
van,SVS
die,LB
departement,NSE
van,SVS
omgewingsake,NSM
en,KN
toerisme,NA
",",ZM
of,KN
laai,VTHOG
die,LB
vorms,NSM
van,SVS
http://www.mcm-deat.gov.za,NEE
af,UPW
.,ZE
,
aangesien,KO
ons,PEMP
die,LB
einde,NSE
van,SVS
ons,PEMB
mandaattydperk,NSE
nader,VTHOG
",",ZM
het,VUOT
die,LB
regering,NSE
besluit,VTHOG
om,SVS
'n,LO
lys,NSE
top-prioriteite,NSM
te,UPI
identifiseer,VTHOG
waarop,PB
daar,UXD
op,SVS
'n,LO
spesiale,ASA
manier,NSE
gefokus,VVHOG
moet,VTUOM
word,VTUOP
.,ZE
,
dit,PDOENP
sluit,VTHOG
in,UPW
dat,KO
die,LB
lot,NSE
gemerk,VVHOG
moet,VTUOM
word,VTUOP
met,SVS
die,LB
lotnommers,NSM
wat,PB
toegeken,VVHOG
is,VVUOP
.,ZE
,
ten,SVS
einde,NSE
leerders,NSM
te,UPI
help,VTUOA
om,SVS
hul,PDMB
volle,ASA
potensiaal,NSE
te,UPI
bereik,VTHOG
",",ZM
behoort,VTUOM
assessering,NA
die,LB
volgende,ASA
kenmerke,NSM
te,UPI
hê,VTHOG
:,ZM
,
alle,THAO
onderwysers,NSM
en,KN
ander,ASA
opvoeders,NSM
lewer,VTHOG
'n,LO
kernbydrae,NSE
tot,SVS
die,LB
transformasie,NSE
van,SVS
onderwys,NA
in,SVS
suid-afrika,NEE
.,ZE
,
die,LB
massiewe,ASA
eskom-bouprogram,NSE
ten,SVS
opsigte,NSM
van,SVS
nuwe,ASA
opwekking-,RWD
",",ZM
transmissie-,RWD
en,KN
verspreidingskapasiteit,NSE
sal,VTUOM
voortgaan,VTHSO
;,ZM
en,KN
waar,PB
moontlik,BS
sal,VTUOM
sommige,THAO
projekte,NSM
bespoedig,VTHOG
word,VTUOP
.,ZE
,
daar,UXD
is,VTHOK
daagliks,BS
",",ZM
beide,THPB
in,SVS
arm,ASA
en,KN
ryk,ASA
buurte,NSM
",",ZM
vrees,NA
vir,SVS
die,LB
moontlikheid,NSE
van,SVS
'n,LO
gewelddadig,ASA
aanval,NSE
.,ZE
,
aangevuur,VVHOG
deur,SVS
die,LB
begeerte,NSE
om,SVS
die,LB
verbetering,NSE
van,SVS
die,LB
lewensgehalte,NA
van,SVS
alle,THAO
mense,NSM
aan,UPW
te,UPI
moedig,VTHOG
",",ZM
veral,BS
in,SVS
die,LB
ontwikkelende,ASA
lande,NSM
",",ZM
sal,VTUOM
ons,PEMP
daarop,PB
konsentreer,VTHOO
om,SVS
ons,PEMB
deelname,NA
uit,UPW
te,UPI
brei,VTHOG
in,SVS
die,LB
indië-brasilië-suid-afrika-forums,NSM
",",ZM
die,LB
nuwe,ASA
afrika-asië,NEE
strategiese,ASA
vennootskap,NSE
",",ZM
die,LB
onverbonde,ASA
beweging,NSE
",",ZM
die,LB
groep,NSE
van,SVS
77,RS
en,KN
in,SVS
die,LB
onderhandelings,NSM
om,SVS
die,LB
suider-afrikaanse,ASA
doeane-unie,NSE
(sacu)-mercusor,NEE
handelsooreenkoms,NSE
af,UPW
te,UPI
handel,VTHOG
.,ZE
,
benewens,SVS
die,LB
talle,THAO
lopende,ASA
programme,NSM
wat,PB
ons,PEMP
in,SVS
werking,NA
gestel,VVHOG
het,VUOT
",",ZM
sal,VTUOM
die,LB
regering,NSE
vanjaar,BS
:,ZM
,
die,LB
besonderhede,NSM
van,SVS
die,LB
ooreenkoms,NSE
ten,SVS
opsigte,NSM
van,SVS
lobola,NM
of,KN
magadi,RV
",",ZM
,
om,SVS
aansoeke,NSM
aan,SVS
die,LB
tegniese,ASA
raadgewers,NSM
te,UPI
oorhandig,VTHOG
sal,VTUOM
die,LB
proses,NSE
vertraag,VTHOG
.,ZE
,
skedule,NSE
b,RS
:,ZM
eiendom,NSE
",",ZM
beleggings,NSM
",",ZM
regte,NSM
en,KN
tantièmes,NSM
(,ZPL
ib3(b)-opgawe,NSE
),ZPR
,
leerders,NSM
behoort,VTUOM
vrymoedige,ASA
tweetaliges,NSM
(,ZPL
of,KN
veeltaliges,NSM
),ZPR
te,UPI
word,VTHOK
wat,PB
die,LB
kritiese,ASA
instrumente,NSM
het,VTHOG
om,SVS
hul,PDMB
wêreld,NSE
en,KN
die,LB
mondelinge,ASA
en,KN
geskrewe,ASA
tekste,NSM
daaroor,PB
te,UPI
lees,VTHOO
.,ZE
,
hoewel,KO
die,LB
gcis,RL
gebruikers,NSM
se,UPS
inligting,NM
mag,VTUOM
verskaf,VTHOG
aan,SVS
diensverskaffers,NSM
wat,PB
inligting,NM
namens,SVS
hom,PDHEDP
hanteer,VTHOG
",",ZM
sal,VUOT
hy,PDHENP
hierdie,PA
inligting,NM
gewoonlik,BS
nie,BS
vir,SVS
sekondêre,ASA
of,KN
verwante,ASA
doeleindes,NSM
aan,SVS
derde,TRAB
partye,NSM
of,KN
ander,ASA
openbare,ASA
entiteite,NSM
bekendmaak,VTHSG
nie,UPO
",",ZM
tensy,KO
die,LB
teendeel,NA
by,SVS
die,LB
versamelingspunt,NSE
aan,SVS
die,LB
gebruiker,NSE
meegedeel,VVHOG
is,VVUOP
.,ZE
,
die,LB
doel,NSE
van,SVS
hierdie,PA
diens,NSE
is,VTHOK
om,SVS
lede,NSM
van,SVS
die,LB
publiek,NM
in,SVS
staat,NSE
te,UPI
stel,VTHOG
om,SVS
'n,LO
klagte,NSE
by,SVS
die,LB
onafhanklike,ASA
klagtedirektoraat,NSE
(,ZPL
okd,RL
),ZPR
in,UPW
te,UPI
dien,VTHOG
.,ZE
,
wat,PB
eerder,BS
nodig,ASP
is,VTHOK
",",ZM
is,VTHOK
dat,KO
die,LB
groot,ASA
gros,NSE
beamptes,NSM
wat,PB
vir,SVS
wetstoepassing,NA
",",ZM
intelligensie,NM
en,KN
korrektiewe,ASA
dienste,NSM
verantwoordelik,ASP
is,VTHOK
",",ZM
en,KN
ampsbekleërs,NSM
in,SVS
die,LB
regstelsel,NSE
",",ZM
doeltreffend,BS
georganiseer,VVHOG
en,KN
gemobiliseer,VVHOG
moet,VTUOM
word,VTUOP
en,KN
doeltreffende,ASA
leiding,NA
moet,VTUOM
ontvang,VTHOG
.,ZE
,
ons,PEMP
belowe,VTHOO
plegtig,BS
teenoor,SVS
al,THAO
die,LB
helde,NSM
en,KN
heldinne,NSM
wat,PB
offers,NSM
gebring,VVHOG
het,VUOT
ter,SVS
wille,NA
van,SVS
ons,PEMB
vryheid,NA
",",ZM
asook,KN
teenoor,SVS
.,ZE
.,ZE
.,ZE
ons,PEMB
vriende,NSM
uit,SVS
die,LB
res,NSE
van,UPD
die,LB
wêreld,NSE
",",ZM
dat,KO
ons,PEMP
nooit,BS
die,LB
vertroue,NA
sal,VTUOM
verraai,VTHOG
wat,PB
julle,PTMP
in,SVS
ons,PEMP
gestel,VVHOG
het,VUOT
toe,PB
julle,PTMP
gehelp,VVHOO
het,VUOT
om,SVS
ons,PEMP
die,LB
kans,NSE
te,UPI
gee,VTHOG
